city_name,city_latitude,city_longitude
East Alton, 38.880330, -90.111220
East Brooklyn, 41.173370, -88.263950
East Cape Girardeau, 37.295880, -89.496200
East Carondelet, 38.542000, -90.232890
East Clinton, 41.836970, -90.165130
East Dubuque, 42.492230, -90.642910
East Dundee, 42.098910, -88.271470
East Galesburg, 40.947820, -90.310130
East Garfield Park, 41.880870, -87.702830
East Gillespie, 39.140880, -89.812320
East Grossdale, 41.826420, -87.834780
East Hannibal, 39.729770, -91.350980
East Hardin, 39.160050, -90.609010
East Hazel Crest, 41.573650, -87.646430
East Joliet, 41.535030, -88.051720
East Lawndale, 40.563370, -90.022340
East Lynn, 40.466430, -87.800030
East Meadows, 39.061710, -88.738390
East Moline, 41.500870, -90.444300
East Newbern, 39.014490, -90.313450
East Paw Paw, 41.688090, -88.939250
East Peoria, 40.666150, -89.580100
East Pierron, 38.776440, -89.520360
East Saint Louis, 38.624500, -90.150940
East Side, 41.712260, -87.531990
East Springfield, 39.798110, -89.627320
East Village, 41.899630, -87.672270
East Village, 40.464210, -90.679300
Eastburn, 40.773090, -87.635590
Easton, 40.232540, -89.842610
Eastwood Manor, 42.345580, -88.241200
Eberle, 38.942540, -88.456990
Ebner, 41.931970, -90.107630
Echo Lake, 42.208640, -88.086190
Eckard, 40.319760, -89.989000
Eddy, 42.461410, -87.898410
Eddyville, 37.498940, -88.587830
Edelstein, 40.940870, -89.629260
Eden, 40.688930, -89.832890
Eden, 38.120610, -89.667600
Eden Park, 37.755050, -89.023960
Edgar, 39.755590, -87.701140
Edgebrook, 41.996980, -87.765340
Edgebrook Mobile Home Park, 41.970310, -88.723700
Edgecreek Estates, 41.538330, -88.011110
Edgemont, 38.593660, -90.063720
Edgetown, 41.179480, -87.575590
Edgewater, 41.983370, -87.663950
Edgewood, 38.920600, -88.661440
Edgewood, 42.241130, -88.920940
Edgewood Grove, 42.128330, -87.877780
Edgington, 41.386980, -90.763750
Edinburg, 39.657270, -89.389530
Edison Park, 42.001370, -87.814320
Edmund F Burton Row Houses, 41.885030, -87.798110
Edwards, 40.745870, -89.744270
Edwardsville, 38.811440, -89.953160
Effingham, 39.120040, -88.543380
Egan, 42.188360, -89.405940
Egandale, 41.800590, -87.604490
Egypt Shores, 37.603660, -88.923680
Egyptian Acres, 37.600050, -88.917570
Egyptian Hills, 37.588940, -88.887570
Eichorn, 37.491160, -88.405320
Eileen, 41.294200, -88.271170
El Dara, 39.622550, -90.991800
El Paso, 40.739200, -89.016460
El Vista, 40.728930, -89.629270
Elba, 37.826440, -88.326430
Elba Center, 40.844200, -90.043170
Elbow, 38.642270, -88.121710
Elbridge, 39.512530, -87.582800
Elburn, 41.892250, -88.472300
Elco, 37.300610, -89.265920
Eldena, 41.771140, -89.410100
Elderville, 40.330320, -91.294590
Eldorado, 37.813660, -88.438100
Eldred, 39.287550, -90.552340
Eldridge, 41.159480, -87.720040
Eleanor, 40.982820, -90.695140
Eleroy, 42.332520, -89.760670
Elgin, 42.037250, -88.281190
Eliza, 41.295860, -90.967650
Elizabeth, 42.317790, -90.221520
Elizabethtown, 37.445880, -88.305040
Elk Grove, 42.007250, -87.940340
Elk Grove Village, 42.003920, -87.970350
Elkhart, 40.020600, -89.482880
Elkhorn Grove, 42.008080, -89.734560
Elkton, 38.291720, -89.556760
Elkville, 37.910050, -89.235920
Ellery, 38.354770, -88.148650
Elliott, 40.464760, -88.272270
Elliottstown, 39.001150, -88.452820
Ellis, 40.355310, -87.885030
Ellis, 39.590050, -89.528980
Ellis, 39.946720, -89.598710
Ellis Grove, 38.008940, -89.905940
Ellisville, 40.626710, -90.305120
Ellsworth, 41.927810, -87.811170
Ellsworth, 40.450310, -88.716730
Elm Island, 40.127820, -90.349010
Elmhurst, 41.899470, -87.940340
Elmira, 41.179760, -89.831770
Elmore, 40.956700, -89.977060
Elmoville, 42.265570, -90.047070
Elmwood, 42.214750, -88.093410
Elmwood, 40.777820, -89.966500
Elmwood Park, 41.921140, -87.809230
Elmwood Place, 37.015880, -89.185910
Elsah, 38.956160, -90.359840
Elsdon, 41.793640, -87.721720
Elva, 41.864200, -88.776200
Elvaston, 40.395040, -91.249590
Elvira, 37.493380, -89.029520
Elwin, 39.778930, -88.980080
Elwood, 41.403920, -88.111720
Embarrass, 39.517260, -88.091150
Emden, 40.298650, -89.485100
Emerald Acres, 41.653090, -88.004780
Emerald Park, 42.318910, -88.250360
Emerson, 41.806140, -89.764830
Emerson City, 38.139490, -89.045350
Emery, 39.979200, -88.951190
Emington, 40.969750, -88.358110
Emma, 37.974770, -88.120310
Empire, 40.305590, -88.707570
Empire Hills, 41.956690, -88.428410
Enchanted Gardens Mobile Home Park, 40.710280, -89.265560
Energy, 37.773940, -89.026460
Enfield, 38.099490, -88.337540
Englewood, 41.779760, -87.645880
Enion, 40.275040, -90.177340
Enos, 39.301160, -90.007610
Enright, 40.739760, -88.967020
Enterprise, 38.522270, -88.357550
Enterprise Island, 38.923100, -90.493450
Eola, 41.777530, -88.242850
Epplyanna, 42.425010, -89.444280
Epworth, 38.070600, -88.106150
Equality, 37.733940, -88.343380
Equestrian Estates, 41.676420, -87.927830
Equestrian Woods, 41.683090, -87.926720
Erie, 41.656420, -90.079290
Erin, 41.572220, -88.160280
Erin Hills, 41.638060, -87.962500
Ernst, 39.316150, -87.673080
Erwin, 40.131990, -90.709020
Esmond, 42.033640, -88.935650
Essex, 41.554720, -88.159720
Essex, 41.177250, -88.185610
Essex, 41.762260, -87.590050
Estates of Charlemagne, 42.141670, -87.864720
Estates Of Fox Chase, 41.694700, -88.372500
Estates of Indian Creek, 42.236410, -88.022850
Estates of Stone Creek, 42.218360, -88.080630
Etherton, 37.685330, -89.321200
Etna, 39.389480, -88.419770
Eugene, 40.887540, -90.014280
Eureka, 40.721430, -89.272860
Evans, 40.221710, -89.363990
Evans, 41.038090, -89.105640
Evans Heights Housing Project, 41.136140, -88.815350
Evanston, 42.041140, -87.690060
Evansville, 38.090330, -89.938440
Evanswood, 41.930310, -88.372580
Evarts, 42.253080, -89.474560
Everett, 42.220300, -87.872850
Evergreen Park, 41.720590, -87.701720
Evergreen Subdivision, 42.137780, -87.873890
Evergreen Terrace, 37.699220, -89.235640
Evergreen Village Mobile Home Park, 41.986690, -88.665920
Evers, 39.098100, -88.453380
Ewbanks, 39.978660, -91.319590
Ewing, 38.088660, -88.852290
Ewington, 39.101710, -88.597270
Exermont, 38.647830, -90.046490
Exeter, 39.720880, -90.496510
Exline, 41.150030, -87.768370
Exposition View, 41.792530, -88.343680
Eylar, 40.912260, -88.452830
Factory Addition, 42.233350, -89.069550
Fair Acres, 42.144720, -87.811670
Fair Haven, 41.945580, -89.929290
Fair Meadows, 42.137220, -87.832780
Fair Oaks, 41.958640, -88.401470
Fair Oaks, 42.140280, -87.792220
Fairbanks, 39.717260, -88.530060
Fairbury, 40.747260, -88.514780
Fairdale, 42.100030, -88.932880
Fairfax Village, 42.077800, -88.031740
Fairfield, 42.219190, -88.061470
Fairfield, 38.378940, -88.359770
Fairfield Estates, 38.385280, -88.368610
Fairgrange, 39.578650, -88.171710
Fairland, 39.876420, -88.101710
Fairman, 38.677830, -89.104790
Fairmont, 41.556140, -88.059230
Fairmont, 38.908940, -90.214280
Fairmont City, 38.649770, -90.093160
Fairmont Place, 39.156160, -89.498980
Fairmount, 40.045590, -87.830580
Fairview, 40.633370, -90.163730
Fairview, 37.415880, -88.356700
Fairview Heights, 38.588940, -89.990380
Fairway Estates, 41.516940, -88.148610
Faithorn, 41.428090, -87.608100
Fall Creek, 39.778930, -91.302370
Falling Spring, 38.532550, -90.186780
Falmouth, 39.054760, -88.145590
Family Manufactured Home Community, 42.224440, -89.075000
Fancher, 39.267540, -88.773120
Fancy Prairie, 39.997550, -89.599550
Fandon, 40.368380, -90.761520
Far View, 41.956970, -88.417860
Fargo, 39.973660, -90.854850
Farina, 38.834210, -88.772280
Farm Ridge, 41.225030, -88.913130
Farm View Hills, 41.610280, -87.946110
Farmdale, 40.665870, -89.511210
Farmer City, 40.243370, -88.642570
Farmersville, 39.443390, -89.651760
Farmingdale, 39.822830, -89.806220
Farmington, 41.720560, -88.115280
Farmington, 40.698090, -90.005950
Farmington, 41.944750, -88.315910
Farmington, 42.168640, -88.044240
Farmington Lakes, 41.714400, -88.312190
Farrington, 39.470040, -87.546130
Fayette, 39.320050, -90.153720
Fayetteville, 38.377550, -89.795380
Fayville, 37.164770, -89.426750
Fenton, 41.730590, -90.030120
Ferber, 37.906990, -88.742280
Fergestown, 37.792550, -88.964790
Ferndale, 42.301970, -88.241470
Ferndale Woods, 42.156970, -88.085350
Fernway, 41.570030, -87.823380
Fernway Park, 41.586980, -87.830050
Ferrel, 39.496150, -87.585020
Ferrin, 38.609490, -89.233410
Ferris, 40.468930, -91.170420
Ferson Creek Woods, 41.958920, -88.364800
Fiatt, 40.560320, -90.179840
Ficklin, 39.798640, -88.355330
Fidelity, 39.152820, -90.164550
Fieldon, 39.108660, -90.498450
Fields of Saratoga, 41.383920, -88.439790
Fifty Acres, 41.903640, -87.648390
Fillmore, 39.115320, -89.278970
Film Row, 41.863920, -87.624770
Filson, 39.689480, -88.231990
Findlay, 39.522540, -88.753680
Finneyville, 37.544490, -88.105310
Fisher, 40.314760, -88.350050
Fisher Island, 39.389770, -90.614570
Fishhook, 39.805600, -90.885410
Fitchmoor, 41.461980, -89.165080
Fithian, 40.113920, -87.873090
Five Island Park, 41.971690, -88.309800
Five Islands, 41.968640, -88.303970
Five Points, 42.308630, -87.862570
Five Points, 42.002530, -88.740370
Flagg, 41.895860, -89.140930
Flagg Center, 41.940580, -89.122320
Flanagan, 40.878090, -88.861180
Flannigan Island, 40.043930, -91.461540
Flat Rock, 38.901710, -87.671690
Flatville, 40.239480, -88.059210
Flatwoods, 37.423660, -88.724220
Fletcher, 40.526980, -88.783680
Flickerville, 41.220030, -87.956160
Flint, 38.063380, -88.627280
Flora, 38.668940, -88.485600
Floral Terrace Estates, 42.111670, -87.855560
Floraville, 38.376440, -90.056220
Florence, 42.214470, -89.659840
Florence, 39.627270, -90.610680
Florian, 42.110830, -87.850280
Florid, 41.228650, -89.280920
Flossmoor, 41.542810, -87.684770
Flossmoor Highlands, 41.546150, -87.713380
Flowerfield, 41.867250, -88.033960
Fogarty, 40.093660, -89.419820
Fond du Lac, 41.568060, -88.220830
Fond du Lac, 40.666430, -89.580100
Foosland, 40.361420, -88.428110
Fopal, 37.606440, -88.940350
Ford Heights, 41.506420, -87.591710
Forest City, 40.370040, -89.827610
Forest Glen, 41.993930, -87.758360
Forest Green Lake Estates, 42.179470, -88.112020
Forest Hill, 41.756980, -87.682830
Forest Hills, 41.916140, -88.423690
Forest Hills Village, 42.334720, -89.013330
Forest Homes, 38.914490, -90.085940
Forest Lake, 42.207520, -88.055630
Forest Manor, 41.602780, -88.024720
Forest Park, 41.879480, -87.813670
Forest Park, 41.545860, -88.056450
Forest River, 42.076690, -87.895070
Forest View, 41.808640, -87.793390
Forest View Estates, 42.145000, -87.891670
Forestville, 41.812530, -87.611990
Forman, 37.346720, -88.907290
Formosa Junction, 38.707270, -89.928160
Forrest, 40.751980, -88.411160
Forreston, 42.126140, -89.579280
Forsyth, 39.932540, -88.951190
Fort Chartres Island, 38.080890, -90.171500
Fort Dearborn Addition, 41.885310, -87.625050
Fort Gage, 37.960610, -89.904550
Fort Hill, 42.335020, -88.112300
Fort Sheridan, 42.203980, -87.809940
Forty Acres, 40.679480, -90.024280
Fossland, 42.494460, -87.951750
Fosterburg, 38.971710, -90.075110
Fountain, 38.362550, -90.282890
Fountain Creek, 40.516150, -87.810860
Fountain Gap, 38.387550, -90.255120
Fountain Green, 40.475880, -90.969300
Four Corners, 38.718380, -90.075660
Fourmile Island, 39.678380, -91.292650
Fournins Subdivision, 42.152500, -87.888610
Fowler, 40.007820, -91.258480
Fox, 41.623090, -88.495070
Fox Chase, 41.694300, -88.361900
Fox Chase Estates, 41.645860, -87.946720
Fox Hedge, 42.106670, -87.844720
Fox Hills, 41.652250, -87.951720
Fox Island, 38.147820, -87.979480
Fox Lake, 42.396690, -88.183700
Fox Lake Hills, 42.408080, -88.131750
Fox Meadow, 41.554170, -88.145000
Fox Point North, 42.156410, -88.111740
Fox River Estates, 41.960030, -88.309800
Fox River Grove, 42.200860, -88.214530
Fox River Heights, 41.965580, -88.310630
Fox River Shores, 42.258360, -88.213420
Fox Run, 42.104170, -87.845000
Fox Run, 39.395590, -87.672250
Foxborough Estates, 42.192250, -88.055350
Foxcroft, 42.160580, -88.080630
Foxcroft, 41.836140, -88.075340
Foxfield, 41.931690, -88.442020
Foxley Acres, 41.641110, -87.995000
Foxridge Farms, 41.650280, -88.168330
Foxville, 38.520050, -88.879780
Frahms Country Acres, 41.936420, -89.151210
Frances Cabrini Homes, 41.898640, -87.642280
Francis, 37.899770, -88.453100
Frankfort, 41.495870, -87.848660
Frankfort, 37.900050, -88.902290
Frankfort Square, 41.518920, -87.803100
Franklin, 39.620330, -90.044000
Franklin Corners, 41.916970, -89.910670
Franklin Gardens, 42.225300, -89.080940
Franklin Grove, 41.841700, -89.300380
Franklin Park, 41.935310, -87.865620
Franklinville, 42.276690, -88.511200
Franks, 41.710860, -88.679800
Fravert, 40.448930, -89.370650
Frederick, 40.070050, -90.429010
Fredonia, 37.770880, -89.119520
Freeburg, 38.427550, -89.913710
Freedville, 40.860870, -87.743090
Freeman, 42.124750, -88.388420
Freeman Spur, 37.861160, -88.997290
Freeport, 42.296690, -89.621230
Fremont Center, 42.297800, -88.071470
French Village, 38.600330, -90.050110
Frielings, 41.160590, -88.113110
Friendsville, 38.503100, -87.816420
Frisco, 38.113380, -88.778390
Fritchens Subdivision, 42.214740, -89.053440
Frogtown, 38.442270, -89.491750
Frontenac, 41.744750, -88.232850
Fruit, 38.830880, -89.862600
Fruitland, 41.471420, -90.516800
Fuller, 39.593920, -88.470050
Fuller Park, 41.818090, -87.632550
Fullersburg, 41.818090, -87.918390
Fullerton, 40.210310, -88.744520
Fulls, 40.113370, -88.090320
Fulton, 41.867250, -90.159570
Fults, 38.166160, -90.215950
Funkhouser, 39.094210, -88.621160
Funks Grove, 40.363650, -89.114530
Furman, 38.601440, -89.966770
Future City, 37.028940, -89.188130
Gabaret Island, 38.715610, -90.180110
Gage Park, 41.795030, -87.696160
Gages Lake, 42.351690, -87.982580
Galatia, 37.840600, -88.609220
Gale, 37.248940, -89.447590
Galena, 42.416670, -90.429020
Galena Junction, 42.373900, -90.443180
Galesburg, 40.947820, -90.371240
Galesville, 40.155310, -88.556450
Galewood, 41.915440, -87.795870
Gallagher, 38.634490, -88.167260
Galt, 41.789470, -89.762330
Galton, 39.739480, -88.300330
Galva, 41.167540, -90.042610
Ganntown, 37.363390, -88.784230
Gano, 41.676980, -87.631990
Garber, 40.515870, -88.381720
Gard, 38.862270, -89.960100
Garden Court, 42.127780, -87.870560
Garden Heights, 37.720330, -88.526990
Garden Homes, 41.734480, -87.621990
Garden of Eden, 41.169760, -87.561700
Garden Plain, 41.800860, -90.130400
Garden Prairie, 42.253350, -88.724820
Gardena, 40.636430, -89.505370
Gardner, 41.185590, -88.309780
Gards Point, 38.474490, -87.911140
Garfield, 41.085030, -88.956190
Garfield Manor, 41.795030, -87.706160
Garfield Park, 41.878790, -87.715660
Garfield Ridge, 41.801900, -87.762910
Garfields, 41.913090, -87.731720
Garibaldi Square, 41.873640, -87.664220
Garland, 39.718370, -87.811420
Garnerville, 38.114490, -88.053090
Garrett, 39.798640, -88.424220
Garrison, 38.248380, -88.519220
Gartside, 38.543940, -90.036220
Gary, 41.770590, -87.855610
Gaskins City, 37.730600, -88.526440
Gaslight Village, 41.345310, -88.393680
Gates Creek, 41.688900, -88.373250
Gates Creek West, 41.691900, -88.387600
Gays, 39.458090, -88.493940
Gears Ferry, 42.389180, -90.465130
Geff, 38.442550, -88.404210
Gem Suburban Manufactured Housing Community, 42.212220, -89.104170
Geneseo, 41.448090, -90.154280
Genet, 42.342520, -89.075660
Geneva, 41.887530, -88.305350
Geneva Road, 41.888080, -88.151460
Genoa, 42.097250, -88.692870
Georgetown, 40.461010, -90.718150
Georgetown, 39.975310, -87.635850
Georgetown, 42.139750, -89.828730
Gerald, 40.270590, -87.930030
Gerlaw, 40.986980, -90.601800
German Corner, 41.293650, -90.030950
German Valley, 42.215580, -89.473450
Germantown, 38.553660, -89.538420
Germantown Hills, 40.766430, -89.467870
Giblin, 40.017530, -88.406720
Giboney Island, 37.289220, -89.513700
Gibson City, 40.458430, -88.384600
Gibsonia, 37.646990, -88.262540
Gifford, 40.305870, -88.021150
Gila, 39.112820, -88.260320
Gilberts, 42.103360, -88.372860
Gilbirds, 39.923100, -90.701520
Gilchrist, 40.647260, -90.039840
Gilchrist, 41.205310, -90.624300
Gilead, 39.124220, -90.667340
Gillespie, 39.129770, -89.819540
Gilletts, 41.517250, -87.937000
Gilligans Island, 40.545880, -91.381540
Gillum, 40.407810, -88.899520
Gilman, 40.766700, -87.992260
Gilmer, 42.235020, -88.046190
Gilmore, 38.987540, -88.717550
Gilmore, 38.977820, -89.620090
Gilson, 40.861700, -90.201510
Ginger Hill, 41.438090, -90.567360
Gingle Corners, 41.263090, -90.735970
Girard, 39.446440, -89.780930
Gladstone, 40.864480, -90.961250
Gladstone, 41.980310, -87.773950
Glasford, 40.572540, -89.813440
Glasgow, 39.550600, -90.480120
Glen Avon, 40.346150, -88.592560
Glen Carbon, 38.748380, -89.983160
Glen Carbon Crossing, 38.752270, -89.955380
Glen Ellyn, 41.877530, -88.067010
Glen Oak, 41.881700, -88.039230
Glenarm, 39.623660, -89.648990
Glenbrook Acres West, 42.123610, -87.857780
Glenbrook Countryside, 42.147780, -87.826670
Glenburn, 40.142810, -87.768360
Glencoe, 42.135030, -87.758120
Glendale, 37.455610, -88.671440
Glendale, 39.928100, -91.361540
Glendale, 41.798640, -87.711160
Glendale Heights, 41.914600, -88.064860
Glenn, 41.804750, -87.777560
Glenn, 37.803660, -89.580650
Glenview, 38.586990, -89.937320
Glenview, 42.069750, -87.787840
Glenwood, 41.542530, -87.602270
Globe, 41.597540, -87.559490
Glover, 40.113650, -88.018930
Godfrey, 38.955600, -90.186780
Godley, 41.236700, -88.243670
Goeselville, 41.624200, -87.785050
Golconda, 37.367270, -88.486430
Gold Coast, 41.906700, -87.625330
Golden, 40.109210, -91.017640
Golden Acres, 40.743930, -89.631760
Golden Eagle, 38.893380, -90.579010
Golden Gardens, 38.589500, -90.106770
Golden Gate, 38.359490, -88.204210
Golden Lily, 37.075610, -89.185910
Golden Meadow Estates, 41.643610, -88.216670
Golden Oak Estates, 41.632780, -87.938890
Golf, 42.058920, -87.792560
Golf Lakes, 39.403090, -87.666690
Gombis, 41.566110, -87.984170
Good Hope, 40.557820, -90.673460
Goode Subdivision, 41.375860, -88.388400
Goodenow, 41.391420, -87.636710
Goodfield, 40.629760, -89.274810
Goodings Grove, 41.629200, -87.930890
Goodrich, 41.108920, -88.058100
Goodwine, 40.567260, -87.784470
Goofy Ridge, 40.394490, -89.937610
Goose Island, 39.840500, -91.422010
Goose Island, 41.903920, -87.653940
Goose Island, 37.125610, -89.403140
Gordon, 39.008100, -87.684750
Goreville, 37.554500, -88.972290
Gorham, 37.718380, -89.485930
Gorman, 41.261140, -88.341730
Gorman Farm, 41.409440, -87.774440
Gosline Island, 39.432820, -91.002910
Gossett, 37.923380, -88.369210
Gottfred Subdivision, 42.235850, -89.074270
Gougars, 41.523640, -88.004780
Gowins, 37.443660, -88.467820
Grace Abbott Homes, 41.863370, -87.664780
Grace Manor, 42.133610, -87.847780
Grafton, 38.970050, -90.431500
Grand Boulevard, 41.813920, -87.617270
Grand Chain, 37.251720, -89.023400
Grand Crossing, 41.755590, -87.600330
Grand Detour, 41.896700, -89.411770
Grand Haven, 41.591670, -88.137500
Grand Island, 40.201430, -90.146790
Grand Pass, 39.457830, -90.596240
Grand Prairie, 41.575280, -88.174440
Grand Ridge, 41.236980, -88.831470
Grand Tower, 37.626440, -89.497870
Grandview, 39.541150, -87.846140
Grandview, 39.816440, -89.618710
Grandview Acres, 39.911710, -91.387650
Grandwood Park, 42.393080, -87.986740
Graney, 38.833660, -89.913710
Grange Hall, 42.363910, -87.963410
Grange Hall, 37.819220, -89.322310
Granite City, 38.701440, -90.148720
Grant Park, 41.241140, -87.646150
Grant Park, 42.227520, -89.091220
Grant Park, 41.874300, -87.620840
Grant View Heights, 42.191690, -89.137880
Grant Village, 41.818370, -87.604220
Grantfork, 38.830050, -89.665650
Grantsburg, 37.390890, -88.747000
Granville, 41.261150, -89.227590
Granville Gardens, 41.994750, -87.683110
Grape Creek, 40.067810, -87.598630
Grape Island, 41.360590, -88.232010
Grape Island, 40.006440, -90.467070
Grass Island, 42.450850, -88.160920
Grass Lake, 42.446130, -88.135920
Graver Country Estates, 41.642220, -88.198890
Grayland, 41.950870, -87.747280
Graymont, 40.877810, -88.777010
Graymoor, 41.523920, -87.669490
Grays Corner, 38.643380, -87.721970
Grayslake, 42.344470, -88.041750
Grayville, 38.257550, -87.993640
Great Lakes, 42.309190, -87.850070
Greater Grand Crossing, 41.761130, -87.614850
Greektown, 41.878540, -87.647130
Green Acres, 39.893380, -89.673440
Green Bay, 41.735310, -87.550600
Green Brier, 38.908660, -87.907250
Green Castle, 38.888380, -89.745090
Green Creek, 39.202820, -88.523380
Green Oaks, 42.290020, -87.903410
Green River, 41.475590, -90.319290
Green Rock, 41.473090, -90.357630
Green Valley, 40.407540, -89.642880
Green View Heights, 42.229190, -89.059830
Greenbriar, 40.519760, -88.947570
Greenbriar Highlands, 42.125830, -87.840830
Greenbush, 40.711980, -90.535410
Greendale, 38.629770, -88.697830
Greendale, 42.225300, -89.059830
Greenfield, 39.343660, -90.212610
Greenoak, 41.480310, -89.408420
Greenpond, 39.495330, -90.642900
Greenridge, 39.419500, -89.794540
Greenridge Estates, 42.190860, -89.055100
Greenup, 39.247820, -88.163370
Greenview, 40.083100, -89.738160
Greenview Estates, 42.258330, -88.888060
Greenville, 38.892270, -89.413140
Greenwich, 41.118370, -87.926990
Greenwood, 41.614200, -87.589210
Greenwood, 42.392520, -88.389260
Greer, 40.533090, -87.594750
Gretna, 41.898080, -88.101460
Gridley, 40.743370, -88.881460
Griffin, 41.240310, -90.489580
Griffiths Mobile Home Park, 42.251110, -90.293890
Grigg, 38.190610, -89.907880
Griggsville, 39.708940, -90.724570
Grimes Addition, 41.798090, -89.748720
Grimes Island, 39.302270, -90.784850
Grimsby, 37.750330, -89.449260
Grinnell, 37.279220, -88.872280
Grist Island, 41.334200, -88.502570
Griswold, 40.913090, -88.353940
Groat, 37.967830, -88.871180
Gross, 37.533110, -88.290590
Gross Point, 42.078920, -87.722560
Grove, 40.620040, -89.626770
Grove City, 39.706710, -89.297030
Groveland, 40.592540, -89.534540
Grubbs, 37.934500, -89.363700
Grumle Corner, 40.248650, -87.670020
Guilford, 42.417510, -90.300410
Gulfport, 40.813930, -91.086260
Gurnee, 42.370300, -87.902020
Guthrie, 40.508370, -88.325050
Hackberry Island, 42.462240, -88.168420
Hackley Island, 40.288100, -91.479880
Hadley, 41.570870, -87.943940
Hadley, 38.719490, -87.908640
Hadley, 39.705600, -90.972630
Haegers Bend, 42.188910, -88.260640
Hagaman, 39.310320, -90.078160
Hagarstown, 38.943380, -89.168400
Hagener, 39.925880, -90.397350
Hahnaman, 41.631700, -89.635100
Hainesville, 42.345020, -88.067860
Haldane, 42.062530, -89.574000
Hale Island, 42.345570, -90.433460
Haley Meadows, 41.643330, -88.097500
Half Day, 42.201140, -87.933410
Halfmoon Island, 37.571440, -89.482600
Halfmoon Islands, 42.391130, -88.208980
Hallidayboro, 37.888940, -89.237030
Hallock, 40.561430, -87.596140
Hallsville, 40.150870, -89.092860
Halsey, 37.567270, -89.452870
Hamburg, 39.230050, -90.717620
Hamburg, 38.866160, -89.274800
Hamburg Landing, 37.406440, -89.412310
Hamel, 38.888940, -89.845380
Hamilton, 40.396430, -91.339040
Hamilton Corners, 41.707530, -89.966230
Hamilton Estates, 42.180580, -88.095910
Hamlet, 41.313920, -90.735140
Hamletsburg, 37.138670, -88.431710
Hamlin Park, 41.940310, -87.679220
Hammond, 39.796980, -88.591730
Hampshire, 42.097800, -88.530360
Hampton, 41.555870, -90.409300
Hampton Park, 41.647780, -88.089440
Hanging Dog Island, 37.515330, -89.493990
Hanks Station, 39.458940, -90.470680
Hanna City, 40.691700, -89.795110
Hannon Mobile Home Park, 39.558700, -89.310700
Hanover, 42.256410, -90.279570
Hanover Park, 41.999470, -88.145070
Hansen Subdivision, 42.116940, -87.853060
Hanson, 39.217270, -89.110910
Hanson Park, 41.920590, -87.770060
Happy Hills, 41.915580, -88.381190
Harbor Light Bay, 38.711990, -89.295910
Harbor Square, 41.864480, -87.623660
Harco, 37.795880, -88.650060
Hardin, 39.156710, -90.617900
Harding, 41.515030, -88.849520
Hardinville, 38.916160, -87.836970
Hardy Bar Island, 40.209210, -91.502930
Harlem, 42.340300, -89.017880
Harmon, 41.722810, -89.553990
Harmony, 38.407270, -88.792840
Harmony, 42.161140, -88.526480
Harness, 40.247540, -89.591770
Harper, 42.141410, -89.647340
Harper Island, 40.782260, -91.074870
Harpster, 40.405590, -88.448670
Harris, 40.232530, -88.592560
Harris, 39.676420, -87.705300
Harris Corners, 42.340300, -87.978410
Harrisburg, 37.738380, -88.540610
Harrison, 42.427240, -89.191500
Harrison, 37.796720, -89.337030
Harrison Avenue Gardens, 42.235580, -89.065380
Harrisonville, 41.287250, -88.304790
Harrisonville, 38.277550, -90.350120
Harristown, 39.853930, -89.083970
Harrisville, 42.156970, -89.032600
Hartford, 37.804770, -88.665610
Hartford, 38.833380, -90.095940
Hartland, 42.363630, -88.507320
Hartsburg, 40.250880, -89.440930
Hartshorn, 40.129760, -87.705300
Hartsville, 37.535880, -88.482820
Harvard, 42.422240, -88.613710
Harvard Hills, 40.728650, -89.481480
Harvel, 39.356160, -89.532320
Harvest Glen, 41.633890, -88.230280
Harvey, 41.610030, -87.646710
Harwood Heights, 41.967250, -87.807560
Hastings, 41.968920, -88.402300
Hastings, 41.681140, -87.971730
Hastings, 39.909200, -87.891420
Hat Island, 38.923660, -90.656230
Havana, 40.300040, -90.060950
Hawkins Glen, 41.946140, -88.362020
Hawthorn Knolls, 42.210300, -88.025910
Hawthorn Woods, 42.216970, -88.049520
Hawthorne Hills, 40.506150, -88.918960
Hawthorne Place, 39.781160, -89.655380
Hayes, 39.862530, -88.281160
Haynes, 39.849490, -89.296480
Hazel Crest, 41.571700, -87.694490
Hazel Dell, 39.202260, -88.041150
Hazel Green, 41.683370, -87.740050
Hazelhurst, 41.963360, -89.686220
Heapsville, 40.759760, -91.071810
Heart O' Northbrook, 42.125830, -87.817500
Heartville, 39.050600, -88.543380
Heather Highlands, 42.215860, -88.060350
Heather Sound, 41.725280, -88.046390
Heatherbrook Estates, 41.400830, -87.745000
Heathercrest, 42.118330, -87.851940
Heatherfield, 41.366700, -88.466460
Heatherlea, 42.130300, -88.041460
Heatherstone, 41.728330, -88.222500
Heathsville, 38.896710, -87.567800
Heaton, 40.410870, -87.589470
Heaton Park, 41.832530, -88.358410
Hebron, 42.471690, -88.432320
Hecker, 38.305050, -89.994270
Hedgerow, 41.961420, -88.426750
Hedgewood, 40.506980, -88.936460
Hegeler, 40.075590, -87.635020
Hegeler, 41.372530, -89.182310
Hegewisch, 41.653650, -87.546990
Heisner Island, 40.887530, -88.664230
Helena, 38.614210, -87.863920
Helm, 38.511160, -88.708670
Helmar, 41.545030, -88.483960
Helmbold Island, 39.065600, -90.588450
Heman, 39.946980, -89.105640
Henderson, 41.025040, -90.356240
Henderson, 39.155880, -89.795370
